timestamp,machine,temperature
2026-04-30 00:00:04,DOCKERSTATION,51.0
2026-04-30 00:00:09,DOCKERSTATION,51.0
2026-04-30 00:00:14,DOCKERSTATION,51.0
2026-04-30 00:00:19,DOCKERSTATION,49.0
2026-04-30 00:00:24,DOCKERSTATION,50.0
2026-04-30 00:00:29,DOCKERSTATION,50.0
2026-04-30 00:00:35,DOCKERSTATION,51.0
2026-04-30 00:00:40,DOCKERSTATION,51.0
2026-04-30 00:00:45,DOCKERSTATION,51.0
2026-04-30 00:00:50,DOCKERSTATION,50.0
2026-04-30 00:00:55,DOCKERSTATION,50.0
2026-04-30 00:01:00,DOCKERSTATION,51.0
2026-04-30 00:01:05,DOCKERSTATION,51.0
2026-04-30 00:01:10,DOCKERSTATION,49.0
2026-04-30 00:01:15,DOCKERSTATION,50.0
2026-04-30 00:01:20,DOCKERSTATION,50.0
2026-04-30 00:01:25,DOCKERSTATION,50.0
2026-04-30 00:01:30,DOCKERSTATION,50.0
2026-04-30 00:01:35,DOCKERSTATION,49.0
2026-04-30 00:01:41,DOCKERSTATION,50.0
2026-04-30 00:01:46,DOCKERSTATION,49.0
2026-04-30 00:01:51,DOCKERSTATION,50.0
2026-04-30 00:01:56,DOCKERSTATION,50.0
2026-04-30 00:02:01,DOCKERSTATION,51.0
2026-04-30 00:02:06,DOCKERSTATION,50.0
2026-04-30 00:02:11,DOCKERSTATION,51.0
2026-04-30 00:02:16,DOCKERSTATION,50.0
2026-04-30 00:02:21,DOCKERSTATION,51.0
2026-04-30 00:02:26,DOCKERSTATION,51.0
2026-04-30 00:02:31,DOCKERSTATION,50.0
2026-04-30 00:02:36,DOCKERSTATION,50.0
2026-04-30 00:02:41,DOCKERSTATION,50.0
2026-04-30 00:02:47,DOCKERSTATION,50.0
2026-04-30 00:02:52,DOCKERSTATION,50.0
2026-04-30 00:02:57,DOCKERSTATION,50.0
2026-04-30 00:03:02,DOCKERSTATION,49.0
2026-04-30 00:03:07,DOCKERSTATION,50.0
2026-04-30 00:03:12,DOCKERSTATION,50.0
2026-04-30 00:03:17,DOCKERSTATION,50.0
2026-04-30 00:03:22,DOCKERSTATION,50.0
2026-04-30 00:03:27,DOCKERSTATION,51.0
2026-04-30 00:03:32,DOCKERSTATION,50.0
2026-04-30 00:03:37,DOCKERSTATION,50.0
2026-04-30 00:03:42,DOCKERSTATION,50.0
2026-04-30 00:03:47,DOCKERSTATION,50.0
2026-04-30 00:03:53,DOCKERSTATION,51.0
2026-04-30 00:03:58,DOCKERSTATION,50.0
2026-04-30 00:04:03,DOCKERSTATION,50.0
2026-04-30 00:04:08,DOCKERSTATION,49.0
2026-04-30 00:04:13,DOCKERSTATION,50.0
2026-04-30 00:04:18,DOCKERSTATION,50.0
2026-04-30 00:04:23,DOCKERSTATION,50.0
2026-04-30 00:04:28,DOCKERSTATION,50.0
2026-04-30 00:04:33,DOCKERSTATION,49.0
2026-04-30 00:04:38,DOCKERSTATION,49.0
2026-04-30 00:04:43,DOCKERSTATION,50.0
2026-04-30 00:04:48,DOCKERSTATION,49.0
2026-04-30 00:04:53,DOCKERSTATION,50.0
2026-04-30 00:04:59,DOCKERSTATION,49.0
2026-04-30 00:05:04,DOCKERSTATION,50.0
2026-04-30 00:05:09,DOCKERSTATION,49.0
2026-04-30 00:05:14,DOCKERSTATION,49.0
2026-04-30 00:05:19,DOCKERSTATION,49.0
2026-04-30 00:05:24,DOCKERSTATION,49.0
2026-04-30 00:05:29,DOCKERSTATION,50.0
2026-04-30 00:05:34,DOCKERSTATION,50.0
2026-04-30 00:05:39,DOCKERSTATION,50.0
2026-04-30 00:05:44,DOCKERSTATION,49.0
2026-04-30 00:05:49,DOCKERSTATION,51.0
2026-04-30 00:05:54,DOCKERSTATION,51.0
2026-04-30 00:05:59,DOCKERSTATION,50.0
2026-04-30 00:06:05,DOCKERSTATION,51.0
2026-04-30 00:06:10,DOCKERSTATION,50.0
2026-04-30 00:06:15,DOCKERSTATION,50.0
2026-04-30 00:06:20,DOCKERSTATION,50.0
2026-04-30 00:06:25,DOCKERSTATION,50.0
2026-04-30 00:06:30,DOCKERSTATION,49.0
2026-04-30 00:06:35,DOCKERSTATION,51.0
2026-04-30 00:06:40,DOCKERSTATION,51.0
2026-04-30 00:06:45,DOCKERSTATION,50.0
2026-04-30 00:06:50,DOCKERSTATION,50.0
2026-04-30 00:06:55,DOCKERSTATION,49.0
2026-04-30 00:07:00,DOCKERSTATION,50.0
2026-04-30 00:07:05,DOCKERSTATION,51.0
2026-04-30 00:07:11,DOCKERSTATION,51.0
2026-04-30 00:07:16,DOCKERSTATION,50.0
2026-04-30 00:07:21,DOCKERSTATION,50.0
2026-04-30 00:07:26,DOCKERSTATION,50.0
2026-04-30 00:07:31,DOCKERSTATION,51.0
2026-04-30 00:07:36,DOCKERSTATION,50.0
2026-04-30 00:07:41,DOCKERSTATION,50.0
2026-04-30 00:07:46,DOCKERSTATION,49.0
2026-04-30 00:07:51,DOCKERSTATION,50.0
